customer_id,customer_name,email,registration_date,customer_type
CUST0067,Deepak Verma,deepak.verma@example.com,2025-07-06,VIP
CUST0068,Manish Gupta,manish.gupta@example.com,2026-01-01,PREMIUM
CUST0069,Meera Rao,meera.rao@example.com,2025-04-17,PREMIUM
CUST0070,Ganesh Rao,ganesh.rao@example.com,2025-07-23,REGULAR
CUST0071,Arjun Sen,arjun.sen@example.com,2024-09-06,REGULAR
CUST0072,Pooja Bose,pooja.bose@example.com,2025-02-13,VIP
CUST0073,Rohan Sharma,rohan.sharma@example.com,2025-10-13,VIP
CUST0074,Shreya Joshi,shreya.joshi@example.com,2026-03-13,PREMIUM
CUST0075,Aarav Roy,aarav.roy@example.com,2026-01-16,VIP
CUST0076,Sunita Mehta,sunita.mehta@example.com,2024-08-16,PREMIUM
CUST0077,Sunita Sen,sunita.sen@example.com,2025-01-18,VIP
CUST0078,Suresh Reddy,suresh.reddy@example.com,2026-01-05,VIP
CUST0079,Rohan Sen,rohan.sen@example.com,2025-03-24,REGULAR
CUST0080,Pooja Roy,pooja.roy@example.com,2025-03-01,REGULAR
CUST0081,Kavita Sharma,kavita.sharma@example.com,2024-10-02,PREMIUM
CUST0082,Sanjay Gupta,sanjay.gupta@example.com,2024-09-05,REGULAR
CUST0083,Siddharth Gupta,siddharth.gupta@example.com,2024-11-29,PREMIUM
CUST0084,Riya Choudhury,riya.choudhury@example.com,2026-03-22,VIP
CUST0085,Kiran Singh,kiran.singh@example.com,2026-02-04,PREMIUM
CUST0086,Ananya Patel,ananya.patel@example.com,2024-11-29,REGULAR
CUST0087,Neha Mehta,neha.mehta@example.com,2024-12-12,REGULAR
CUST0088,Amit Singh,amit.singh@example.com,2025-08-21,VIP
CUST0089,Neha Mehta,neha.mehta@example.com,2025-02-21,REGULAR
CUST0090,Pranav Roy,pranav.roy@example.com,2024-12-23,REGULAR
CUST0091,Divya Nair,divya.nair@example.com,2026-02-19,VIP
CUST0092,Ganesh Reddy,ganesh.reddy@example.com,2025-04-07,VIP
CUST0093,Karan Joshi,karan.joshi@example.com,2026-01-11,VIP
CUST0094,Divya Gupta,divya.gupta@example.com,2024-09-08,PREMIUM
CUST0095,Shreya Das,shreya.das@example.com,2025-12-15,VIP
CUST0096,Ananya Sharma,ananya.sharma@example.com,2025-05-24,VIP
CUST0097,Divya Gupta,divya.gupta@example.com,2024-12-12,PREMIUM
CUST0098,Manish Mehta,manish.mehta@example.com,2024-12-01,REGULAR
CUST0099,Anjali Desai,anjali.desai@example.com,2025-01-10,REGULAR
CUST0100,Shreya Mishra,shreya.mishra@example.com,2025-07-16,REGULAR
CUST0101,Deepak Mishra,deepak.mishra@example.com,2024-12-17,PREMIUM
CUST0102,Meera Verma,meera.verma@example.com,2025-12-15,PREMIUM
CUST0103,Isha Sen,isha.sen@example.com,2026-02-11,VIP
CUST0104,Arjun Joshi,arjun.joshi@example.com,2025-02-18,PREMIUM
CUST0105,Rahul Nair,rahul.nair@example.com,2025-08-27,REGULAR
CUST0106,Aarav Gupta,aarav.gupta@example.com,2025-11-17,REGULAR
CUST0107,Rahul Rao,rahul.rao@example.com,2025-09-21,REGULAR
CUST0108,Pooja Reddy,pooja.reddy@example.com,2025-05-08,VIP
CUST0109,Isha Gupta,isha.gupta@example.com,2025-08-19,PREMIUM
CUST0110,Siddharth Reddy,siddharth.reddy@example.com,2025-01-31,VIP
CUST0111,Sneha Das,sneha.das@example.com,2025-03-20,REGULAR
CUST0112,Sunita Das,sunita.das@example.com,2024-08-30,REGULAR
CUST0113,Sneha Mishra,sneha.mishra@example.com,2024-08-25,PREMIUM
CUST0114,Rohan Patel,rohan.patel@example.com,2025-09-16,VIP
CUST0115,Anjali Choudhury,anjali.choudhury@example.com,2025-07-21,REGULAR
CUST0116,Deepak Nair,deepak.nair@example.com,2026-01-17,VIP
CUST0117,Sanjay Joshi,sanjay.joshi@example.com,2024-09-28,VIP
CUST0118,Pranav Sharma,pranav.sharma@example.com,2026-02-05,REGULAR
CUST0119,Amit Choudhury,amit.choudhury@example.com,2025-01-19,PREMIUM
CUST0120,Vikram Sen,vikram.sen@example.com,2025-11-10,VIP
CUST0121,Amit Das,amit.das@example.com,2025-03-16,REGULAR
CUST0122,Vikram Das,vikram.das@example.com,2026-01-31,VIP
CUST0123,Meera Rao,meera.rao@example.com,2024-08-22,VIP
CUST0124,Kiran Reddy,kiran.reddy@example.com,2024-08-26,REGULAR
CUST0125,Arjun Patel,arjun.patel@example.com,2026-03-16,REGULAR
CUST0126,Kavita Joshi,kavita.joshi@example.com,2025-08-25,REGULAR
CUST0127,Priya Nair,priya.nair@example.com,2025-12-20,VIP
CUST0128,Shreya Gupta,shreya.guptagmail.com,2025-03-12,VIP
CUST0129,Neha Patel,neha.patel@example.com,2025-02-04,VIP
CUST0130,Kavita Iyer,kavita.iyer@example.com,2024-08-09,REGULAR
CUST0131,Isha Patel,isha.patel@example.com,2025-05-24,PREMIUM
CUST0132,Kavita Das,kavita.das@example.com,2024-11-19,VIP
CUST0133,Rahul Sharma,rahul.sharma@example.com,2026-02-25,REGULAR
CUST0134,Karan Das,karan.das@example.com,2024-09-13,PREMIUM
CUST0135,Sunita Patel,sunita.patel@example.com,2025-07-31,REGULAR
CUST0136,Arjun Sharma,arjun.sharma@example.com,2025-02-12,PREMIUM
CUST0137,Manish Desai,manish.desai@example.com,2024-11-26,PREMIUM
CUST0138,Kavita Singh,kavita.singh@example.com,2025-09-16,VIP
CUST0139,Sneha Gupta,sneha.gupta@example.com,2025-09-24,VIP
CUST0140,Priya Sharma,priya.sharma@example.com,2026-01-27,VIP
CUST0141,Arjun Das,arjun.das@example.com,2025-08-28,PREMIUM
CUST0142,Kiran Singh,kiran.singh@example.com,2025-11-10,VIP
CUST0143,Deepak Mishra,deepak.mishra@example.com,2025-05-08,PREMIUM
CUST0144,Rahul Singh,rahul.singh@example.com,2025-05-21,REGULAR
CUST0145,Deepak Singh,deepak.singh@example.com,2025-04-29,VIP
CUST0146,Nikhil Choudhury,nikhil.choudhury@example.com,2024-11-18,PREMIUM
CUST0147,Sanjay Rao,sanjay.rao@example.com,2025-11-16,REGULAR
CUST0148,Pranav Mehta,pranav.mehta@example.com,2024-08-26,VIP
CUST0149,Sneha Singh,sneha.singh@example.com,2025-12-22,PREMIUM
CUST0150,Pooja Sen,pooja.sen@example.com,2024-09-02,PREMIUM
CUST0151,Aditi Reddy,aditi.reddy@example.com,2025-02-28,VIP
CUST0152,Divya Gupta,divya.gupta@example.com,2026-01-16,REGULAR
CUST0153,Karan Pillai,karan.pillai@example.com,2025-04-15,VIP
CUST0154,Anjali Rao,anjali.rao@example.com,2024-11-11,PREMIUM
CUST0155,Shreya Pillai,shreya.pillai@example.com,2024-10-28,REGULAR
CUST0156,Rahul Joshi,rahul.joshi@example.com,2024-11-22,PREMIUM
CUST0157,Manish Rao,manish.rao@example.com,2025-12-20,VIP
CUST0158,Rohan Rao,rohan.rao@example.com,2025-05-04,REGULAR
CUST0159,Arjun Sharma,arjun.sharma@example.com,2025-02-08,PREMIUM
CUST0160,Rahul Verma,rahul.verma@example.com,2025-09-23,VIP
CUST0161,Arjun Joshi,arjun.joshi@example.com,2024-12-08,PREMIUM
CUST0162,Neha Desai,neha.desai@example.com,2026-02-26,VIP
CUST0163,Neha Singh,neha.singh@example.com,2025-10-13,REGULAR
CUST0164,Meera Mishra,meera.mishra@example.com,2025-04-16,VIP
CUST0165,Meera Bose,meera.bose@example.com,2025-11-21,VIP
CUST0166,Priya Gupta,priya.gupta@example.com,2025-06-23,VIP
CUST0167,Karan Mehta,karan.mehta@example.com,2024-08-28,REGULAR
CUST0168,Pranav Rao,pranav.rao@example.com,2024-08-07,PREMIUM
CUST0169,Ganesh Joshi,ganesh.joshi@example.com,2025-02-28,VIP
CUST0170,Karan Bose,karan.bose@example.com,2026-03-01,PREMIUM
CUST0171,Shreya Singh,shreya.singh@example.com,2024-10-19,VIP
CUST0172,Meera Patel,meera.patel@example.com,2025-01-06,VIP
CUST0173,Kiran Iyer,kiran.iyer@example.com,2025-09-15,VIP
CUST0174,Siddharth Das,siddharth.das@example.com,2025-06-11,PREMIUM
CUST0175,Sneha Joshi,sneha.joshi@example.com,2026-01-14,REGULAR
CUST0176,Deepak Desai,deepak.desai@example.com,2025-02-23,PREMIUM
CUST0177,Ganesh Mishra,ganesh.mishra@example.com,2025-11-25,REGULAR
CUST0178,Rohan Singh,rohan.singh@example.com,2024-12-24,PREMIUM
CUST0179,Meera Rao,meera.rao@example.com,2025-12-28,VIP
CUST0180,Anjali Singh,anjali.singh@example.com,2024-08-08,VIP
CUST0181,Aarav Mishra,aarav.mishra@example.com,2025-07-24,VIP
CUST0182,Neha Roy,neha.roy@example.com,2024-10-09,VIP
CUST0183,Meera Rao,meera.rao@example.com,2024-10-07,PREMIUM
CUST0184,Kiran Nair,kiran.nair@example.com,2024-12-27,VIP
CUST0185,Neha Gupta,neha.gupta@example.com,2025-08-22,REGULAR
CUST0186,Karan Patel,karan.patel@example.com,2025-08-29,PREMIUM
CUST0187,Divya Mehta,divya.mehta@example.com,2026-03-10,PREMIUM
CUST0188,Sunita Iyer,sunita.iyer@example.com,2026-03-05,VIP
CUST0189,Sneha Sharma,sneha.sharma@example.com,2025-05-04,REGULAR
CUST0190,Kiran Roy,kiran.roy@example.com,2025-07-09,VIP
CUST0191,Karan Choudhury,karan.choudhury@example.com,2025-05-10,PREMIUM
CUST0192,Divya Sen,divya.sen@example.com,2026-03-06,PREMIUM
CUST0193,Sunita Roy,sunita.roy@example.com,2026-01-23,REGULAR
CUST0194,Manish Bose,manish.bose@example.com,2024-11-30,PREMIUM
CUST0195,Aarav Pillai,aarav.pillai@example.com,2024-09-29,PREMIUM
CUST0196,Anjali Sen,anjali.sen@example.com,2026-01-07,VIP
CUST0197,Pooja Sen,pooja.sen@example.com,2024-12-13,VIP
CUST0198,Suresh Desai,suresh.desai@example.com,2024-09-05,REGULAR
CUST0199,Rahul Pillai,rahul.pillai@example.com,2024-08-16,VIP
CUST0200,Sanjay Bose,sanjay.bose@example.com,2024-09-11,PREMIUM
CUST0201,Priya Choudhury,priya.choudhury@example.com,2025-10-28,PREMIUM
CUST0202,Rahul Mishra,rahul.mishra@example.com,2025-12-22,REGULAR
CUST0203,Priya Bose,priya.bose@example.com,2025-02-10,PREMIUM
CUST0204,Ananya Rao,ananya.rao@example.com,2024-11-21,VIP
CUST0205,Aarav Desai,aarav.desai@example.com,2024-11-05,VIP
CUST0206,Rahul Gupta,rahul.gupta@example.com,2024-08-25,REGULAR
CUST0207,Rohan Nair,rohan.nair@example.com,2025-12-06,PREMIUM
CUST0208,Isha Iyer,isha.iyer@example.com,2024-12-25,PREMIUM
CUST0209,Arjun Joshi,arjun.joshi@example.com,2025-01-25,PREMIUM
CUST0210,Pooja Sen,pooja.sen@example.com,2026-02-10,VIP
CUST0211,Sanjay Singh,sanjay.singh@example.com,2024-08-18,VIP
CUST0212,Amit Sharma,amit.sharma@example.com,2025-02-10,REGULAR
CUST0213,Amit Reddy,amit.reddy@example.com,2025-03-10,REGULAR
CUST0214,Deepak Choudhury,deepak.choudhury@example.com,2024-11-07,REGULAR
CUST0215,Sneha Bose,sneha.bose@example.com,2025-01-22,VIP
CUST0216,Vikram Sen,vikram.sen@example.com,2025-06-23,VIP
CUST0217,Ananya Gupta,ananya.gupta@example.com,2025-07-23,VIP
CUST0218,Sunita Das,sunita.das@example.com,2025-06-15,REGULAR
CUST0219,Priya Verma,priya.verma@example.com,2025-11-06,REGULAR
CUST0220,Rohan Joshi,rohan.joshi@example.com,2024-10-27,REGULAR
CUST0221,Neha Iyer,neha.iyer@example.com,2025-06-18,VIP
CUST0222,Sunita Nair,sunita.nair@example.com,2025-09-23,VIP
CUST0223,Anjali Roy,anjali.roy@example.com,2025-10-25,REGULAR
CUST0224,Rohan Mehta,rohan.mehta@example.com,2025-10-12,REGULAR
CUST0225,Deepak Mishra,deepak.mishra@example.com,2024-08-22,VIP
CUST0226,Sneha Sen,sneha.sen@example.com,2025-12-04,REGULAR
CUST0227,Ananya Nair,ananya.nair@example.com,2025-07-14,PREMIUM
CUST0228,Aarav Das,aarav.das@example.com,2025-11-11,PREMIUM
CUST0229,Riya Das,riya.das@example.com,2026-01-06,PREMIUM
CUST0230,Riya Singh,riya.singh@example.com,2025-01-05,REGULAR
CUST0231,Aarav Patel,aarav.patel@example.com,2024-12-27,REGULAR
CUST0232,Amit Roy,amit.roy@example.com,2025-10-02,VIP
CUST0233,Manish Joshi,manish.joshi@example.com,2025-07-11,REGULAR
CUST0234,Karan Mehta,karan.mehta@example.com,2025-07-22,PREMIUM
CUST0235,Arjun Pillai,arjun.pillai@example.com,2024-11-26,PREMIUM
CUST0236,Ganesh Mehta,ganesh.mehta@example.com,2024-11-06,REGULAR
CUST0237,Deepak Sharma,deepak.sharma@example.com,2024-10-30,PREMIUM
CUST0238,Neha Desai,neha.desai@example.com,2024-08-23,VIP
CUST0239,Ananya Das,ananya.das@example.com,2025-02-04,PREMIUM
CUST0240,Rahul Rao,rahul.rao@example.com,2025-10-28,PREMIUM
CUST0241,Aditi Pillai,aditi.pillai@example.com,2025-03-04,VIP
CUST0242,Rohan Verma,rohan.verma@example.com,2025-10-29,REGULAR
CUST0243,Amit Pillai,amit.pillai@example.com,2026-02-28,PREMIUM
CUST0244,Ananya Patel,ananya.patel@example.com,2025-07-19,REGULAR
CUST0245,Suresh Rao,suresh.rao@example.com,2025-09-13,REGULAR
CUST0246,Siddharth Bose,siddharth.bose@example.com,2026-02-24,REGULAR
CUST0247,Riya Sen,riya.sen@example.com,2024-11-18,PREMIUM
CUST0248,Kiran Roy,kiran.roy@example.com,2024-10-19,VIP
CUST0249,Riya Sharma,riya.sharma@example.com,2025-11-19,REGULAR
CUST0250,Shreya Pillai,shreya.pillai@example.com,2025-06-03,PREMIUM
CUST0251,Aarav Roy,aarav.roy@example.com,2025-04-18,REGULAR
CUST0252,Riya Mehta,riya.mehta@example.com,2025-03-12,REGULAR
CUST0253,Sneha Patel,sneha.patel@example.com,2024-08-17,REGULAR
CUST0254,Deepak Mehta,deepak.mehta@example.com,2025-12-06,VIP
CUST0255,Arjun Gupta,arjun.gupta@example.com,2025-01-24,PREMIUM
CUST0256,Rahul Das,rahul.das@example.com,2025-12-08,PREMIUM
CUST0257,Aarav Sen,aarav.sen@example.com,2026-02-19,REGULAR
CUST0258,Manish Joshi,manish.joshi@example.com,2025-08-05,REGULAR
CUST0259,Priya Mehta,priya.mehta@example.com,2024-11-26,VIP
CUST0260,Pooja Das,pooja.das@example.com,2025-02-19,VIP
CUST0261,Aarav Joshi,aarav.joshi@example.com,2025-01-26,REGULAR
CUST0262,Suresh Pillai,suresh.pillai@example.com,2026-01-08,VIP
CUST0263,Divya Nair,divya.nair@example.com,2025-01-08,REGULAR
CUST0264,Ganesh Das,ganesh.das@example.com,2026-01-05,PREMIUM
CUST0265,Meera Mishra,meera.mishra@example.com,2024-08-08,PREMIUM
CUST0266,Manish Reddy,manish.reddy@example.com,2025-06-22,PREMIUM
CUST0267,Shreya Desai,shreya.desai@example.com,2026-01-20,VIP
CUST0268,Ananya Patel,ananya.patel@example.com,2025-10-30,PREMIUM
CUST0269,Kavita Sharma,kavita.sharma@example.com,2025-01-11,REGULAR
CUST0270,Karan Patel,karan.patel@example.com,2025-09-03,PREMIUM
CUST0271,Amit Rao,amit.rao@example.com,2025-11-19,REGULAR
CUST0272,Sneha Bose,sneha.bose@example.com,2026-02-18,PREMIUM
CUST0273,Manish Rao,manish.raogmail.com,2026-03-25,VIP
CUST0274,Rahul Rao,rahul.rao@example.com,2025-02-03,REGULAR
CUST0275,Ananya Iyer,ananya.iyer@example.com,2024-08-26,VIP
CUST0276,Siddharth Bose,siddharth.bose@example.com,2026-03-18,PREMIUM
CUST0277,Karan Roy,karan.roy@example.com,2025-04-27,PREMIUM
CUST0278,Manish Singh,manish.singh@example.com,2025-10-31,REGULAR
CUST0279,Deepak Choudhury,deepak.choudhury@example.com,2025-09-05,REGULAR
CUST0280,Aarav Joshi,aarav.joshi@example.com,2026-03-14,PREMIUM
CUST0281,Riya Roy,riya.roy@example.com,2025-12-20,PREMIUM
CUST0282,Shreya Reddy,shreya.reddy@example.com,2025-06-29,REGULAR
CUST0283,Ananya Singh,ananya.singh@example.com,2024-11-19,VIP
CUST0284,Amit Roy,amit.roy@example.com,2026-03-07,PREMIUM
CUST0285,Siddharth Sen,siddharth.sen@example.com,2026-01-15,PREMIUM
CUST0286,Aditi Reddy,aditi.reddygmail.com,2026-01-24,REGULAR
CUST0287,Ananya Desai,ananya.desai@example.com,2025-07-17,VIP
CUST0288,Riya Gupta,riya.gupta@example.com,2025-11-14,REGULAR
CUST0289,Riya Mishra,riya.mishra@example.com,2024-12-02,VIP
CUST0290,Divya Bose,divya.bose@example.com,2025-12-04,VIP
CUST0291,Vikram Mehta,vikram.mehta@example.com,2026-03-26,VIP
CUST0292,Aditi Joshi,aditi.joshi@example.com,2025-02-08,PREMIUM
CUST0293,Pranav Verma,pranav.verma@example.com,2026-01-20,PREMIUM
CUST0294,Kiran Bose,kiran.bose@example.com,2025-10-16,REGULAR
CUST0295,Arjun Nair,arjun.nair@example.com,2026-01-15,PREMIUM
CUST0296,Vikram Iyer,vikram.iyer@example.com,2025-08-24,REGULAR
CUST0297,Arjun Singh,arjun.singh@example.com,2025-01-15,PREMIUM
CUST0298,Nikhil Choudhury,nikhil.choudhury@example.com,2025-05-12,REGULAR
CUST0299,Meera Joshi,meera.joshi@example.com,2025-04-05,VIP
CUST0300,Nikhil Rao,nikhil.rao@example.com,2025-09-19,PREMIUM
CUST0301,Rahul Gupta,rahul.gupta@example.com,2024-09-16,PREMIUM
CUST0302,Vikram Gupta,vikram.gupta@example.com,2025-06-25,PREMIUM
CUST0303,Aarav Gupta,aarav.gupta@example.com,2025-02-04,VIP
CUST0304,Ganesh Bose,ganesh.bose@example.com,2025-04-16,PREMIUM
CUST0305,Meera Sen,meera.sen@example.com,2025-05-17,PREMIUM
CUST0306,Divya Choudhury,divya.choudhury@example.com,2024-12-07,REGULAR
CUST0307,Shreya Nair,shreya.nair@example.com,2025-04-12,PREMIUM
CUST0308,Anjali Pillai,anjali.pillai@example.com,2024-10-21,PREMIUM
CUST0309,Arjun Singh,arjun.singh@example.com,2025-06-28,VIP
CUST0310,Anjali Bose,anjali.bose@example.com,2025-11-18,VIP
CUST0311,Arjun Singh,arjun.singh@example.com,2024-09-15,PREMIUM
CUST0312,Rohan Sharma,rohan.sharma@example.com,2025-06-01,REGULAR
CUST0313,Riya Mishra,riya.mishra@example.com,2026-03-04,PREMIUM
CUST0314,Rohan Gupta,rohan.gupta@example.com,2024-11-12,PREMIUM
CUST0315,Kiran Joshi,kiran.joshi@example.com,2025-02-17,REGULAR
CUST0316,Karan Rao,karan.raogmail.com,2025-02-11,PREMIUM
CUST0317,Aarav Sharma,aarav.sharma@example.com,2025-10-04,PREMIUM
CUST0318,Pranav Gupta,pranav.gupta@example.com,2024-09-05,VIP
CUST0319,Vikram Gupta,vikram.gupta@example.com,2026-02-19,REGULAR
CUST0320,Amit Choudhury,amit.choudhury@example.com,2025-05-29,VIP
CUST0321,Ganesh Joshi,ganesh.joshi@example.com,2026-02-26,VIP
CUST0322,Vikram Gupta,vikram.gupta@example.com,2025-10-17,VIP
CUST0323,Anjali Iyer,anjali.iyer@example.com,2025-03-03,REGULAR
CUST0324,Arjun Desai,arjun.desai@example.com,2025-07-10,VIP
CUST0325,Ganesh Roy,ganesh.roy@example.com,2025-11-28,VIP
CUST0326,Amit Patel,amit.patel@example.com,2024-09-03,VIP
CUST0327,Shreya Sharma,shreya.sharma@example.com,2025-11-21,PREMIUM
CUST0328,Ganesh Nair,ganesh.nair@example.com,2025-12-07,VIP
CUST0329,Shreya Iyer,shreya.iyer@example.com,2024-12-15,REGULAR
CUST0330,Shreya Mehta,shreya.mehta@example.com,2024-10-23,PREMIUM
CUST0331,Suresh Sen,suresh.sen@example.com,2025-08-12,REGULAR
CUST0332,Aditi Bose,aditi.bose@example.com,2026-01-18,PREMIUM
CUST0333,Deepak Mehta,deepak.mehta@example.com,2024-10-28,VIP
CUST0334,Rahul Iyer,rahul.iyer@example.com,2025-09-29,PREMIUM
CUST0335,Anjali Gupta,anjali.gupta@example.com,2025-07-28,REGULAR
CUST0336,Ganesh Mehta,ganesh.mehta@example.com,2025-03-09,PREMIUM
CUST0337,Karan Das,karan.das@example.com,2025-08-25,REGULAR
CUST0338,Vikram Gupta,vikram.gupta@example.com,2026-03-15,PREMIUM
CUST0339,Neha Gupta,neha.gupta@example.com,2025-11-05,REGULAR
CUST0340,Karan Reddy,karan.reddy@example.com,2025-05-30,PREMIUM
CUST0341,Priya Verma,priya.verma@example.com,2026-02-17,PREMIUM
CUST0342,Riya Patel,riya.patel@example.com,2025-06-16,PREMIUM
CUST0343,Rahul Joshi,rahul.joshi@example.com,2024-09-30,VIP
CUST0344,Siddharth Desai,siddharth.desai@example.com,2025-07-29,PREMIUM
CUST0345,Suresh Rao,suresh.rao@example.com,2025-05-06,REGULAR
CUST0346,Divya Gupta,divya.gupta@example.com,2026-03-11,REGULAR
CUST0347,Karan Choudhury,karan.choudhury@example.com,2025-03-27,PREMIUM
CUST0348,Arjun Nair,arjun.nair@example.com,2024-10-29,PREMIUM
CUST0349,Riya Gupta,riya.gupta@example.com,2025-10-22,PREMIUM
CUST0350,Anjali Reddy,anjali.reddy@example.com,2025-03-05,VIP
CUST0351,Suresh Sharma,suresh.sharma@example.com,2024-10-12,REGULAR
CUST0352,Nikhil Patel,nikhil.patel@example.com,2025-09-13,VIP
CUST0353,Ganesh Reddy,ganesh.reddy@example.com,2025-06-14,PREMIUM
CUST0354,Meera Desai,meera.desai@example.com,2025-08-12,VIP
CUST0355,Aditi Nair,aditi.nair@example.com,2026-01-26,VIP
CUST0356,Rahul Nair,rahul.nair@example.com,2025-01-17,VIP
CUST0357,Isha Sen,isha.sen@example.com,2025-10-18,REGULAR
CUST0358,Arjun Pillai,arjun.pillai@example.com,2026-03-04,PREMIUM
CUST0359,Pranav Gupta,pranav.gupta@example.com,2026-01-28,VIP
CUST0360,Rahul Sharma,rahul.sharma@example.com,2025-01-17,VIP
CUST0361,Anjali Mishra,anjali.mishra@example.com,2025-11-14,PREMIUM
CUST0362,Siddharth Singh,siddharth.singh@example.com,2025-02-13,PREMIUM
CUST0363,Sanjay Verma,sanjay.verma@example.com,2025-02-13,PREMIUM
CUST0364,Siddharth Mehta,siddharth.mehta@,2024-09-29,PREMIUM
